account_angaza_id,effective_date,angaza_id,amount_towards_follow_on
AC8677386,2023-09-11,US056690,1800
AC8637527,2023-09-11,US066406,3500
AC8682044,2023-09-11,US117835,20
AC8677149,2023-09-11,US130532,20
AC8668806,2023-09-11,US068965,100
AC8692588,2023-09-11,US136214,3000
AC8672579,2023-09-11,US067181,40
AC8642929,2023-09-11,US174334,20
AC8636614,2023-09-11,US063983,70
AC8688312,2023-09-11,US142665,1250
AC8646974,2023-09-11,US123572,20
AC8649371,2023-09-11,US009411,20
AC8693376,2023-09-11,US163012,20
AC8679022,2023-09-11,US137637,1500
AC8671676,2023-09-11,US130181,2000
AC8661932,2023-09-11,US134593,900
AC8636449,2023-09-11,US133027,20
AC8642123,2023-09-11,US081905,7500
AC8686836,2023-09-11,US018486,40
AC8654760,2023-09-11,US117833,200
AC8685997,2023-09-11,US111211,160
AC8639152,2023-09-11,US169964,6500
AC8653489,2023-09-11,US056542,105
AC8691046,2023-09-11,US056135,50
AC8645355,2023-09-11,US075607,20
AC8641614,2023-09-11,US162091,1250
AC8689398,2023-09-11,US018486,20
AC8686867,2023-09-11,US170684,2500
AC8645760,2023-09-11,US066406,2400
AC8668589,2023-09-11,US050935,50
AC8688647,2023-09-11,US141355,60
AC8637327,2023-09-11,US068212,100
AC8661544,2023-09-11,US041371,20
AC8681326,2023-09-11,US111979,20
AC8681937,2023-09-11,US034964,40
AC8692464,2023-09-11,US079445,40
AC8691839,2023-09-11,US100410,20
AC8673676,2023-09-11,US137865,40
AC8686118,2023-09-11,US011278,49
AC8637543,2023-09-11,US163021,20
AC8639564,2023-09-11,US134595,1200
AC8670317,2023-09-11,US174334,20
AC8664772,2023-09-11,US117471,1000
AC8689618,2023-09-11,US093912,12250
AC8653729,2023-09-11,US058887,900
AC8676798,2023-09-11,US161460,100
AC8640546,2023-09-11,US154298,500
AC8642931,2023-09-11,US022940,20
AC8672315,2023-09-11,US079445,50
AC8644311,2023-09-11,US134595,900
AC8657810,2023-09-11,US133003,20
AC8679066,2023-09-11,US018486,60
AC8646018,2023-09-11,US081905,14000
AC8643693,2023-09-11,US163933,15000
AC8686625,2023-09-11,US160409,9
AC8644759,2023-09-11,US117457,100
AC8680156,2023-09-11,US122684,40
AC8642270,2023-09-11,US078156,35
AC8691145,2023-09-11,US113286,5400
AC8668718,2023-09-11,US137363,40
AC8657310,2023-09-11,US177412,20
AC8648525,2023-09-11,US130532,40
AC8651030,2023-09-11,US169964,6300
AC8646786,2023-09-11,US163012,80
AC8690091,2023-09-11,US067418,40
AC8670560,2023-09-11,US082170,600
AC8648538,2023-09-11,US128185,20
AC8679653,2023-09-11,US100593,20
AC8670149,2023-09-11,US111228,40
AC8665325,2023-09-11,US124811,20
AC8641639,2023-09-11,US128983,3400
AC8691226,2023-09-11,US173828,1250
AC8676440,2023-09-11,US134595,1000
AC8682720,2023-09-11,US174334,100
AC8664586,2023-09-11,US017129,100
AC8670352,2023-09-11,US160409,140
AC8653824,2023-09-11,US045481,35000
AC8692561,2023-09-11,US156750,1250
AC8662989,2023-09-11,US134272,40
AC8669163,2023-09-11,US121788,40
AC8679468,2023-09-11,US075607,20
AC8689059,2023-09-11,US171401,1500
AC8682790,2023-09-11,US124811,100
AC8639955,2023-09-11,US136635,1250
AC8651962,2023-09-11,US169418,1250
AC8684832,2023-09-11,US123067,500
AC8644973,2023-09-11,US117835,20
AC8683474,2023-09-11,US023924,20
AC8646429,2023-09-11,US098587,60
AC8639413,2023-09-11,US133913,6000
AC8647134,2023-09-11,US100866,1250
AC8686502,2023-09-11,US098371,900
AC8644749,2023-09-11,US056690,2600
AC8664960,2023-09-11,US083717,200
AC8692509,2023-09-11,US011278,20
AC8647982,2023-09-11,US085138,100
AC8686487,2023-09-11,US130193,1400
AC8634783,2023-09-11,US009411,120
AC8641676,2023-09-11,US070234,20
AC8689321,2023-09-11,US151873,20
AC8683919,2023-09-11,US038024,1800
AC8660342,2023-09-11,US119659,40
AC8643288,2023-09-11,US149494,1250
AC8676894,2023-09-11,US080986,900
AC8644340,2023-09-11,US136214,1250
AC8641315,2023-09-11,US124811,100
AC8681289,2023-09-11,US093912,900
AC8642482,2023-09-11,US078581,600
AC8679308,2023-09-11,US063242,17
AC8638445,2023-09-11,US069462,40
AC8661335,2023-09-11,US162437,10000
AC8677654,2023-09-11,US123152,20
AC8673347,2023-09-11,US075857,20
AC8691928,2023-09-11,US005427,1500
AC8638131,2023-09-11,US151873,40
AC8677891,2023-09-11,US100627,100
AC8635651,2023-09-11,US111194,475
AC8683992,2023-09-11,US168682,1200
AC8640977,2023-09-11,US137865,100
AC8673488,2023-09-11,US154753,40
AC8664010,2023-09-11,US149330,4200
AC8672208,2023-09-11,US133027,40
AC8693153,2023-09-11,US137865,80
AC8681065,2023-09-11,US138802,40
AC8665800,2023-09-10,US008494,100
AC8690652,2023-09-10,US126431,1250
AC8691928,2023-09-10,US005427,1500
AC8677178,2023-09-10,US008496,100
AC8655595,2023-09-10,US098371,600
AC8657813,2023-09-10,US056690,30000
AC8680696,2023-09-10,US100593,30
AC8689160,2023-09-10,US112077,20
AC8656919,2023-09-10,US123192,490
AC8677528,2023-09-10,US125174,20
AC8670317,2023-09-10,US174334,40
AC8652017,2023-09-10,US123304,20
AC8683345,2023-09-10,US122746,20
AC8681039,2023-09-10,US008496,375
AC8638168,2023-09-10,US060503,100
AC8648522,2023-09-10,US009073,2450
AC8661932,2023-09-10,US134593,900
AC8682796,2023-09-10,US063207,1250
AC8681493,2023-09-10,US041371,50
AC8690469,2023-09-10,US130939,80
AC8687889,2023-09-10,US171608,12000
AC8653747,2023-09-10,US017129,120
AC8644221,2023-09-10,US098371,6300
AC8679282,2023-09-10,US063242,20
AC8635106,2023-09-10,US063002,50
AC8655310,2023-09-10,US130532,20
AC8661510,2023-09-10,US134595,7500
AC8673387,2023-09-10,US125174,475
AC8677907,2023-09-10,US134422,80
AC8674325,2023-09-10,US075607,100
AC8650787,2023-09-10,US080182,100
AC8679637,2023-09-10,US109934,100
AC8644749,2023-09-10,US056690,1000
AC8674161,2023-09-10,US174334,50
AC8675125,2023-09-10,US130939,20
AC8646964,2023-09-10,US036649,50
AC8635308,2023-09-10,US174635,1500
AC8673023,2023-09-10,US046584,200
AC8656915,2023-09-10,US132410,40
AC8689588,2023-09-10,US095266,9000
AC8647712,2023-09-10,US100593,80
AC8674755,2023-09-10,US000523,90
AC8645983,2023-09-10,US094945,50
AC8661565,2023-09-10,US039767,20
AC8676020,2023-09-10,US063473,20
AC8673263,2023-09-10,US063002,73
AC8693531,2023-09-10,US063002,20
AC8673676,2023-09-10,US137865,40
AC8666463,2023-09-10,US050200,200
AC8670562,2023-09-10,US077003,20
AC8678130,2023-09-10,US005427,1800
AC8639511,2023-09-10,US143758,1250
AC8691901,2023-09-10,US174527,30
AC8684088,2023-09-10,US098371,2200
AC8672579,2023-09-10,US067181,20
AC8659973,2023-09-10,US048770,6300
AC8676894,2023-09-10,US080986,900
AC8661303,2023-09-10,US137865,200
AC8673749,2023-09-10,US159862,1200
AC8667508,2023-09-10,US079445,200
AC8657554,2023-09-10,US081905,9800
AC8672018,2023-09-10,US008494,60
AC8689321,2023-09-10,US151873,20
AC8665506,2023-09-10,US054337,40
AC8657810,2023-09-10,US133003,20
AC8640982,2023-09-10,US122790,475
AC8687820,2023-09-10,US016694,30
AC8650326,2023-09-10,US074534,40
AC8641676,2023-09-10,US070234,20
AC8691809,2023-09-10,US130412,1500
AC8641491,2023-09-10,US119562,100
AC8679328,2023-09-10,US063242,60
AC8671404,2023-09-10,US111194,100
AC8638316,2023-09-10,US110563,3500
AC8682044,2023-09-10,US117835,20
AC8637980,2023-09-10,US039035,60
AC8658242,2023-09-10,US098371,2700
AC8638827,2023-09-10,US173828,1500
AC8656509,2023-09-10,US123222,100
AC8656961,2023-09-10,US101477,40
AC8679653,2023-09-10,US100593,20
AC8685970,2023-09-10,US171879,1500
AC8658038,2023-09-10,US111228,100
AC8661410,2023-09-10,US098587,21
AC8638358,2023-09-10,US121788,40
AC8671588,2023-09-10,US137363,80
AC8681881,2023-09-10,US168298,1250
AC8651653,2023-09-10,US156695,90
AC8654279,2023-09-10,US132410,150
AC8669163,2023-09-10,US121788,20
AC8689924,2023-09-10,US173660,1250
AC8671445,2023-09-10,US097752,80
AC8688299,2023-09-10,US033875,40
AC8634788,2023-09-10,US174334,20
AC8661941,2023-09-10,US022940,20
AC8672802,2023-09-10,US123572,20
AC8679662,2023-09-10,US119659,40
AC8637543,2023-09-10,US163021,20
AC8672208,2023-09-10,US133027,20
AC8646974,2023-09-10,US123572,20
AC8637327,2023-09-10,US068212,100
AC8667863,2023-09-10,US119659,60
AC8636007,2023-09-10,US071312,20000
AC8672508,2023-09-10,US101368,10800
AC8693625,2023-09-10,US119419,12000
AC8679425,2023-09-10,US063002,40
AC8666995,2023-09-10,US134595,9800
AC8641376,2023-09-10,US174782,1250
AC8668945,2023-09-10,US130532,350
AC8654308,2023-09-10,US062428,1500
AC8642014,2023-09-10,US075607,60
AC8679371,2023-09-10,US155203,1050
AC8665754,2023-09-10,US080182,100
AC8647630,2023-09-10,US016694,40
AC8643570,2023-09-10,US134318,18900
AC8662989,2023-09-10,US134272,20
AC8646786,2023-09-10,US163012,20
AC8681065,2023-09-10,US138802,20
AC8666214,2023-09-10,US093912,9800
AC8661544,2023-09-10,US041371,20
AC8653729,2023-09-10,US058887,900
AC8688426,2023-09-10,US146195,100
AC8680849,2023-09-10,US134422,25
AC8639678,2023-09-10,US056690,10500
AC8682065,2023-09-10,US068212,200
AC8649727,2023-09-10,US117457,495
AC8686793,2023-09-10,US133105,3500
AC8685204,2023-09-10,US164814,120
AC8653156,2023-09-10,US000523,20
AC8647619,2023-09-10,US111979,50
AC8686969,2023-09-10,US160409,20
AC8684721,2023-09-10,US081874,1250
AC8675323,2023-09-10,US080986,6000
AC8659031,2023-09-10,US009411,20
AC8673738,2023-09-10,US159862,1200
AC8665325,2023-09-10,US124811,20
AC8655206,2023-09-10,US084416,1300
AC8647847,2023-09-10,US078581,40
AC8663278,2023-09-10,US125680,40
AC8642270,2023-09-10,US078156,35
AC8674053,2023-09-10,US158850,6000
AC8669889,2023-09-10,US075607,30
AC8677891,2023-09-10,US100627,100
AC8658560,2023-09-10,US149330,9800
AC8677654,2023-09-10,US123152,20
AC8672784,2023-09-10,US008494,100
AC8654912,2023-09-10,US134595,900
AC8674057,2023-09-10,US036649,20
AC8691358,2023-09-10,US111228,35
AC8648525,2023-09-10,US130532,20
AC8689255,2023-09-10,US124678,20
AC8691408,2023-09-10,US155190,2700
AC8664853,2023-09-10,US133003,30
AC8682285,2023-09-10,US135281,40
AC8638464,2023-09-10,US143758,1250
AC8663267,2023-09-10,US169964,20000
AC8688778,2023-09-10,US174560,900
AC8652309,2023-09-10,US048770,6300
AC8642678,2023-09-10,US175569,1250
AC8644846,2023-09-10,US092533,3000
AC8646869,2023-09-10,US137363,140
AC8657310,2023-09-10,US177412,20
AC8683139,2023-09-10,US041680,40
AC8641385,2023-09-10,US083717,100
AC8683474,2023-09-10,US023924,60
AC8653643,2023-09-10,US123148,20
AC8690445,2023-09-10,US151612,20
AC8656065,2023-09-10,US174728,3500
AC8660304,2023-09-10,US132410,100
AC8665287,2023-09-10,US075607,160
AC8679308,2023-09-10,US063242,26
AC8639909,2023-09-10,US093912,15000
AC8680480,2023-09-10,US134422,100
AC8686502,2023-09-10,US098371,900
AC8689662,2023-09-10,US174782,1300
AC8637676,2023-09-10,US138437,140
AC8666717,2023-09-10,US056321,30
AC8668586,2023-09-10,US066558,60
AC8688479,2023-09-10,US162356,1250
AC8666764,2023-09-10,US075607,40
AC8674100,2023-09-10,US063473,200
AC8635614,2023-09-10,US046584,60
AC8636449,2023-09-10,US133027,20
AC8676403,2023-09-10,US038024,4900
AC8686645,2023-09-10,US154675,3000
AC8687127,2023-09-10,US117537,90
AC8646315,2023-09-10,US123576,68
AC8692509,2023-09-09,US011278,20
AC8693531,2023-09-09,US063002,20
AC8677060,2023-09-09,US137865,40
AC8681195,2023-09-09,US100593,100
AC8652017,2023-09-09,US123304,20
AC8651155,2023-09-09,US037823,9800
AC8676440,2023-09-09,US134595,1000
AC8686209,2023-09-09,US174527,38
AC8661410,2023-09-09,US098587,20
AC8645166,2023-09-09,US160409,140
AC8658010,2023-09-09,US056690,3000
AC8679282,2023-09-09,US063242,20
AC8693264,2023-09-09,US176780,5400
AC8644633,2023-09-09,US122746,100
AC8687960,2023-09-09,US133110,1250
AC8671831,2023-09-09,US034964,70
AC8692905,2023-09-09,US153196,1500
AC8674053,2023-09-09,US158850,3400
AC8690348,2023-09-09,US136635,3550
AC8674755,2023-09-09,US000523,90
AC8681937,2023-09-09,US034964,40
AC8639746,2023-09-09,US068212,475
AC8680849,2023-09-09,US134422,25
AC8688882,2023-09-09,US124811,20
AC8676582,2023-09-09,US102532,1800
AC8681034,2023-09-09,US160125,1250
AC8671369,2023-09-09,US123798,5500
AC8671482,2023-09-09,US056690,2500
AC8672302,2023-09-09,US155263,70
AC8662909,2023-09-09,US134422,20
AC8652115,2023-09-09,US154753,100
AC8659839,2023-09-09,US063473,60
AC8673624,2023-09-09,US159562,1250
AC8639358,2023-09-09,US136684,40
AC8678864,2023-09-09,US156750,1500
AC8688778,2023-09-09,US174560,900
AC8670952,2023-09-09,US111194,60
AC8682065,2023-09-09,US068212,100
AC8645617,2023-09-09,US171628,1250
AC8683124,2023-09-09,US063207,1500
AC8676499,2023-09-09,US124811,20
AC8640072,2023-09-09,US075607,60
AC8679653,2023-09-09,US100593,20
AC8675896,2023-09-09,US171681,1200
AC8691012,2023-09-09,US170399,2700
AC8654912,2023-09-09,US134595,900
AC8679468,2023-09-09,US075607,21
AC8644236,2023-09-09,US009411,40
AC8681039,2023-09-09,US008496,100
AC8654466,2023-09-09,US124811,120
AC8636470,2023-09-09,US134272,475
AC8678090,2023-09-09,US149494,4500
AC8675938,2023-09-09,US079445,60
AC8693198,2023-09-09,US098446,8400
AC8684210,2023-09-09,US037823,19000
AC8681275,2023-09-09,US033875,40
AC8693629,2023-09-09,US126630,2350
AC8686012,2023-09-09,US159562,1250
AC8670461,2023-09-09,US079445,350
AC8654603,2023-09-09,US133027,20
AC8654308,2023-09-09,US062428,1500
AC8689398,2023-09-09,US018486,40
AC8664473,2023-09-09,US062428,1500
AC8663360,2023-09-09,US162457,100
AC8664382,2023-09-09,US164053,2500
AC8686118,2023-09-09,US011278,69
AC8693376,2023-09-09,US163012,20
AC8650699,2023-09-09,US089860,2500
AC8689160,2023-09-09,US112077,20
AC8689321,2023-09-09,US151873,20
AC8649371,2023-09-09,US009411,20
AC8686410,2023-09-09,US114608,6500
AC8657747,2023-09-09,US068212,40
AC8659071,2023-09-09,US117471,40
AC8688166,2023-09-09,US174782,1250
AC8678898,2023-09-09,US110563,10500
AC8655595,2023-09-09,US098371,1200
AC8689928,2023-09-09,US162356,1250
AC8669889,2023-09-09,US075607,30
AC8691599,2023-09-09,US130532,40
AC8679662,2023-09-09,US119659,20
AC8657310,2023-09-09,US177412,20
AC8665129,2023-09-09,US174527,100
AC8693403,2023-09-09,US164053,5000
AC8681384,2023-09-09,US133027,100
AC8657905,2023-09-09,US109934,60
AC8692489,2023-09-09,US147441,1200
AC8681396,2023-09-09,US130193,2500
AC8638846,2023-09-09,US111194,40
AC8646429,2023-09-09,US098587,20
AC8639597,2023-09-09,US098371,4000
AC8679067,2023-09-09,US170399,6800
AC8637433,2023-09-09,US056690,6000
AC8637327,2023-09-09,US068212,100
AC8646004,2023-09-09,US174527,90
AC8669905,2023-09-09,US058887,7000
AC8639965,2023-09-09,US174949,1250
AC8664853,2023-09-09,US133003,40
AC8680518,2023-09-09,US098371,3000
AC8653682,2023-09-09,US082170,50
AC8647715,2023-09-09,US065808,10000
AC8648182,2023-09-09,US063002,30
AC8639657,2023-09-09,US160435,2700
AC8648538,2023-09-09,US128185,40
AC8688426,2023-09-09,US146195,100
AC8681063,2023-09-09,US137865,160
AC8673488,2023-09-09,US154753,40
AC8676221,2023-09-09,US137363,200
AC8670035,2023-09-09,US005938,3000
AC8692464,2023-09-09,US079445,40
AC8689127,2023-09-09,US130532,80
AC8659031,2023-09-09,US009411,20
AC8691417,2023-09-09,US151807,1200
AC8668305,2023-09-09,US175847,4900
AC8686502,2023-09-09,US098371,900
AC8665301,2023-09-09,US101477,50
AC8642970,2023-09-09,US163012,40
AC8664417,2023-09-09,US117916,1250
AC8680156,2023-09-09,US122684,40
AC8686836,2023-09-09,US018486,40
AC8680125,2023-09-09,US137865,60
AC8663287,2023-09-09,US125680,200
AC8675209,2023-09-09,US050935,50
AC8685388,2023-09-09,US098371,900
AC8650090,2023-09-09,US134593,900
AC8644973,2023-09-09,US117835,20
AC8657464,2023-09-09,US082170,95
AC8638257,2023-09-09,US154298,40
AC8654140,2023-09-09,US009411,100
AC8663970,2023-09-09,US079445,50
AC8691903,2023-09-09,US142665,1250
AC8640941,2023-09-09,US100593,40
AC8685563,2023-09-09,US171628,1250
AC8637543,2023-09-09,US163021,20
AC8670149,2023-09-09,US111228,40
AC8666962,2023-09-09,US119713,5000
AC8656463,2023-09-09,US122746,100
AC8689194,2023-09-09,US084845,1250
AC8685773,2023-09-09,US110976,2000
AC8676523,2023-09-09,US022940,60
AC8664498,2023-09-09,US000523,50
AC8661932,2023-09-09,US134593,900
AC8658523,2023-09-09,US125680,50
AC8683345,2023-09-09,US122746,20
AC8676894,2023-09-09,US080986,900
AC8671897,2023-09-09,US063002,100
AC8639039,2023-09-09,US163021,100
AC8653747,2023-09-09,US017129,120
AC8644311,2023-09-09,US134595,900
AC8693268,2023-09-09,US136218,12000
AC8679066,2023-09-09,US018486,50
AC8677234,2023-09-09,US125680,200
AC8652870,2023-09-09,US155190,9800
AC8634917,2023-09-09,US148889,20
AC8643354,2023-09-09,US130532,475
AC8671568,2023-09-09,US156695,60
AC8674110,2023-09-09,US036649,155
AC8642123,2023-09-09,US081905,12000
AC8659829,2023-09-09,US098835,40
AC8676020,2023-09-09,US063473,120
AC8690423,2023-09-09,US134593,3600
AC8639408,2023-09-09,US174728,6300
AC8636954,2023-09-09,US119334,1400
AC8671585,2023-09-09,US100593,60
AC8651339,2023-09-09,US119659,80
AC8638445,2023-09-09,US069462,50
AC8666711,2023-09-09,US008494,100
AC8675125,2023-09-09,US130939,40
AC8685478,2023-09-09,US036649,20
AC8637734,2023-09-09,US138437,475
AC8671676,2023-09-09,US130181,5000
AC8637934,2023-09-09,US098835,20
AC8667863,2023-09-09,US119659,20
AC8688335,2023-09-09,US018486,100
AC8663390,2023-09-09,US100593,60
AC8661544,2023-09-09,US041371,20
AC8641158,2023-09-09,US076214,6300
AC8688647,2023-09-09,US141355,40
AC8693153,2023-09-09,US137865,55
AC8655981,2023-09-09,US137602,207
AC8679957,2023-09-09,US171401,1250
AC8636449,2023-09-09,US133027,20
AC8666463,2023-09-09,US050200,100
AC8688731,2023-09-09,US143947,3000
AC8648627,2023-09-09,US124811,100
AC8673347,2023-09-09,US075857,40
AC8648730,2023-09-09,US137865,20
AC8693691,2023-09-09,US114608,2500
AC8683434,2023-09-09,US071312,8100
AC8656368,2023-09-09,US119659,20
AC8641676,2023-09-09,US070234,20
AC8665692,2023-09-08,US084845,3000
AC8650769,2023-09-08,US011278,105
AC8634783,2023-09-08,US009411,60
AC8656915,2023-09-08,US132410,20
AC8686502,2023-09-08,US098371,900
AC8651892,2023-09-08,US162437,10000
AC8689255,2023-09-08,US124678,20
AC8655082,2023-09-08,US156695,20
AC8692509,2023-09-08,US011278,20
AC8664473,2023-09-08,US062428,1500
AC8666711,2023-09-08,US008494,20
AC8650787,2023-09-08,US080182,70
AC8690445,2023-09-08,US151612,40
AC8676020,2023-09-08,US063473,20
AC8681336,2023-09-08,US126333,1250
AC8691180,2023-09-08,US134272,100
AC8689200,2023-09-08,US123119,80
AC8640096,2023-09-08,US058887,1200
AC8687127,2023-09-08,US117537,150
AC8653729,2023-09-08,US058887,900
AC8679653,2023-09-08,US100593,20
AC8686660,2023-09-08,US038024,1500
AC8639788,2023-09-08,US041371,40
AC8661932,2023-09-08,US134593,900
AC8674033,2023-09-08,US174630,1250
AC8661335,2023-09-08,US162437,7500
AC8680475,2023-09-08,US051868,100
AC8663278,2023-09-08,US125680,20
AC8660304,2023-09-08,US132410,200
AC8683345,2023-09-08,US122746,20
AC8651620,2023-09-08,US033875,50
AC8654603,2023-09-08,US133027,20
AC8642931,2023-09-08,US022940,60
AC8677891,2023-09-08,US100627,200
AC8677654,2023-09-08,US123152,20
AC8671897,2023-09-08,US063002,20
AC8664623,2023-09-08,US069987,4000
AC8670317,2023-09-08,US174334,20
AC8676403,2023-09-08,US038024,5000
AC8691928,2023-09-08,US005427,3000
AC8683474,2023-09-08,US023924,100
AC8657829,2023-09-08,US068212,100
AC8679066,2023-09-08,US018486,20
AC8678912,2023-09-08,US119352,2000
AC8666332,2023-09-08,US123572,500
AC8645990,2023-09-08,US134150,2400
AC8669163,2023-09-08,US121788,50
AC8679371,2023-09-08,US155203,700
AC8688335,2023-09-08,US018486,50
AC8642123,2023-09-08,US081905,1500
AC8668855,2023-09-08,US093912,4500
AC8683919,2023-09-08,US038024,1800
AC8673801,2023-09-08,US174527,100
AC8649369,2023-09-08,US123572,100
AC8635106,2023-09-08,US063002,20
AC8639209,2023-09-08,US125998,100
AC8653824,2023-09-08,US045481,20000
AC8637478,2023-09-08,US054337,100
AC8681969,2023-09-08,US123067,255
AC8691046,2023-09-08,US056135,50
AC8680696,2023-09-08,US100593,30
AC8649619,2023-09-08,US174334,100
AC8634917,2023-09-08,US148889,20
AC8683924,2023-09-08,US151612,100
AC8680991,2023-09-08,US077003,60
AC8650272,2023-09-08,US058887,9800
AC8686732,2023-09-08,US123329,2500
AC8685712,2023-09-08,US083717,300
AC8681065,2023-09-08,US138802,40
AC8671999,2023-09-08,US125405,200
AC8654435,2023-09-08,US070180,100
AC8662207,2023-09-08,US011650,2300
AC8673347,2023-09-08,US075857,40
AC8686625,2023-09-08,US160409,15
AC8681289,2023-09-08,US093912,1800
AC8641385,2023-09-08,US083717,100
AC8659560,2023-09-08,US100627,100
AC8648724,2023-09-08,US126431,3000
AC8641315,2023-09-08,US124811,93
AC8654140,2023-09-08,US009411,140
AC8655595,2023-09-08,US098371,600
AC8672405,2023-09-08,US146212,1500
AC8665325,2023-09-08,US124811,20
AC8690274,2023-09-08,US133692,10000
AC8668206,2023-09-08,US168517,2500
AC8666049,2023-09-08,US117827,40
AC8687820,2023-09-08,US016694,30
AC8667531,2023-09-08,US098835,100
AC8692467,2023-09-08,US123152,20
AC8665287,2023-09-08,US075607,40
AC8689373,2023-09-08,US133027,50
AC8636614,2023-09-08,US063983,35
AC8663720,2023-09-08,US100627,100
AC8668679,2023-09-08,US164064,1250
AC8648525,2023-09-08,US130532,20
AC8678130,2023-09-08,US005427,1800
AC8686883,2023-09-08,US100952,20000
AC8693292,2023-09-08,US163012,220
AC8691590,2023-09-08,US111618,6300
AC8675004,2023-09-08,US168682,2500
AC8672018,2023-09-08,US008494,30
AC8637990,2023-09-08,US085138,60
AC8682471,2023-09-08,US123304,100
AC8675598,2023-09-08,US168296,2000
AC8648307,2023-09-08,US008494,40
AC8643925,2023-09-08,US151612,100
AC8645812,2023-09-08,US174782,1250
AC8650413,2023-09-08,US044099,100
AC8661361,2023-09-08,US101368,4500
AC8691208,2023-09-08,US119696,14000
AC8682285,2023-09-08,US135281,20
AC8653322,2023-09-08,US119808,2000
AC8683842,2023-09-08,US160125,2500
AC8657580,2023-09-08,US080960,4600
AC8693177,2023-09-08,US123067,30
AC8636846,2023-09-08,US111194,400
AC8644797,2023-09-08,US098587,500
AC8675945,2023-09-08,US127979,5800
AC8657310,2023-09-08,US177412,20
AC8664255,2023-09-08,US114239,1250
AC8651933,2023-09-08,US174782,1250
AC8678388,2023-09-08,US136238,2500
AC8677386,2023-09-08,US056690,2000
AC8691442,2023-09-08,US174334,200
AC8686960,2023-09-08,US160403,2000
AC8673263,2023-09-08,US063002,70
AC8674053,2023-09-08,US158850,1200
AC8638126,2023-09-08,US008494,40
AC8674110,2023-09-08,US036649,220
AC8676523,2023-09-08,US022940,120
AC8668718,2023-09-08,US137363,40
AC8664960,2023-09-08,US083717,40
AC8644417,2023-09-08,US111194,1000
AC8677066,2023-09-08,US127649,1250
AC8640659,2023-09-08,US094912,2000
AC8676582,2023-09-08,US102532,900
AC8641449,2023-09-08,US171322,100
AC8673676,2023-09-08,US137865,80
AC8677886,2023-09-08,US033875,100
AC8647847,2023-09-08,US078581,40
AC8652017,2023-09-08,US123304,20
AC8648522,2023-09-08,US009073,2450
AC8681547,2023-09-08,US118040,100
AC8657189,2023-09-08,US134272,30
AC8690091,2023-09-08,US067418,40
AC8659031,2023-09-08,US009411,20
AC8661230,2023-09-08,US117471,200
AC8653109,2023-09-08,US098835,20
AC8689398,2023-09-08,US018486,20
AC8650982,2023-09-08,US016694,1000
AC8640010,2023-09-08,US066406,10500
AC8653747,2023-09-08,US017129,120
AC8674265,2023-09-08,US136238,1250
AC8668305,2023-09-08,US175847,2000
AC8634788,2023-09-08,US174334,20
AC8679637,2023-09-08,US109934,50
AC8671604,2023-09-08,US137363,20
AC8665173,2023-09-08,US017129,300
AC8639997,2023-09-08,US125998,60
AC8642924,2023-09-08,US049631,100
AC8656961,2023-09-08,US101477,20
AC8674057,2023-09-08,US036649,20
AC8689618,2023-09-08,US093912,12250
AC8666247,2023-09-08,US119334,1500
AC8651020,2023-09-08,US050935,100
AC8642270,2023-09-08,US078156,35
AC8691012,2023-09-08,US170399,900
AC8679225,2023-09-08,US133692,1250
AC8677687,2023-09-08,US056321,60
AC8688426,2023-09-08,US146195,100
AC8677149,2023-09-08,US130532,60
AC8639399,2023-09-08,US071312,11650
AC8654308,2023-09-08,US062428,1500
AC8644596,2023-09-08,US124811,100
AC8677296,2023-09-08,US117457,20
AC8645342,2023-09-08,US151671,100
AC8637327,2023-09-08,US068212,100
AC8674325,2023-09-08,US075607,40
AC8664586,2023-09-08,US017129,60
AC8644759,2023-09-08,US117457,60
AC8640412,2023-09-08,US000523,40
AC8680283,2023-09-08,US143585,5000
AC8674755,2023-09-08,US000523,90
AC8667481,2023-09-08,US156750,1250
AC8679468,2023-09-08,US075607,20
AC8677857,2023-09-08,US035806,90
AC8672508,2023-09-08,US101368,2700
AC8665175,2023-09-08,US137118,1500
AC8688864,2023-09-08,US008496,55
AC8638257,2023-09-08,US154298,20
AC8683139,2023-09-08,US041680,40
AC8662909,2023-09-08,US134422,20
AC8691839,2023-09-08,US100410,40
AC8645760,2023-09-08,US066406,1800
AC8683716,2023-09-08,US063983,60
AC8671568,2023-09-08,US156695,20
AC8688821,2023-09-08,US080954,4500
AC8648327,2023-09-08,US080954,3000
AC8656977,2023-09-08,US133071,9000
AC8649371,2023-09-08,US009411,20
AC8636449,2023-09-08,US133027,20
AC8642970,2023-09-08,US163012,20
AC8678278,2023-09-08,US149494,1250
AC8680480,2023-09-08,US134422,40
AC8661281,2023-09-07,US153868,1250
AC8636334,2023-09-07,US063002,190
AC8691416,2023-09-07,US042923,4500
AC8639997,2023-09-07,US125998,20
AC8691901,2023-09-07,US174527,50
AC8689127,2023-09-07,US130532,60
AC8690445,2023-09-07,US151612,20
AC8655595,2023-09-07,US098371,900
AC8674161,2023-09-07,US174334,60
AC8649371,2023-09-07,US009411,20
AC8683180,2023-09-07,US168281,2500
AC8688647,2023-09-07,US141355,20
AC8672508,2023-09-07,US101368,2700
AC8686660,2023-09-07,US038024,1500
AC8661015,2023-09-07,US169450,2500
AC8691599,2023-09-07,US130532,20
AC8689255,2023-09-07,US124678,20
